,0
neuron_0_count,0.45853684082366497
neuron_1_count,0.3653768653637959
neuron_2_count,0.47843900030507464
neuron_3_count,0.28237646230443425
neuron_4_count,0.35537440171473644
neuron_5_count,0.4507771219410548
neuron_6_count,0.18559644219619403
neuron_7_count,0.43145173938611864
neuron_8_count,0.7649632015756929
neuron_9_count,0.8251329535987628
neuron_10_count,0.7297478996804387
neuron_11_count,0.6583247746469331
neuron_12_count,0.3318418030302987
neuron_13_count,0.453185125873502
neuron_14_count,0.4889394712589139
neuron_15_count,0.3767572859137564
neuron_16_count,0.3020125175584053
neuron_17_count,0.23668921646768293
neuron_18_count,0.5340255270062493
neuron_19_count,0.3966194921049306
neuron_20_count,0.375351920488225
neuron_21_count,0.23895588271183088
neuron_22_count,0.35510892334131006
neuron_23_count,0.3225682715266469
neuron_24_count,0.27886892872497465
neuron_25_count,0.2882573582726528
neuron_26_count,0.22144974031022444
neuron_27_count,0.2520339054435836
neuron_28_count,0.18538668546380055
neuron_29_count,0.2150999364349836
neuron_30_count,0.28521120360667007
neuron_31_count,0.24523192849581527
neuron_32_count,0.25181707851725016
neuron_33_count,0.27758703467625645
neuron_34_count,0.3015125951584283
neuron_35_count,0.3125481718420625
neuron_36_count,0.2288585019126036
neuron_37_count,0.3178611995641857
neuron_38_count,0.2684111340825509
neuron_39_count,0.38009288996421003
neuron_40_count,0.30755806547815173
neuron_41_count,0.26634150301585496
neuron_42_count,0.30314901959683294
neuron_43_count,0.43291990020317217
neuron_44_count,0.33710570009930335
neuron_45_count,0.29244910606156893
neuron_46_count,0.3260927592146574
neuron_47_count,0.10940843673101205
neuron_48_count,0.3853872321962082
neuron_49_count,0.16154109414679457
neuron_50_count,0.45511675944818364
neuron_51_count,0.23525380786417244
neuron_52_count,0.26547249273843954
neuron_53_count,0.10472697102678202
neuron_54_count,0.2078159357013745
neuron_55_count,0.1326934504564961
neuron_56_count,0.15818592497439565
neuron_57_count,0.11111431456197511
neuron_58_count,0.11145421161813308
neuron_59_count,0.07631399704571053
neuron_60_count,0.04346960078874196
neuron_61_count,0.03952935931793425
neuron_62_count,0.03339860372828368
neuron_63_count,0.31784319457320026
neuron_64_count,0.4797705709720682
neuron_65_count,0.4148461138734496
neuron_66_count,0.3968209290826211
neuron_67_count,0.5077491666094563
neuron_68_count,0.7024641413146969
neuron_69_count,0.48504588453431186
neuron_70_count,0.4544593947533915
neuron_71_count,0.3415399087171291
neuron_72_count,0.5223902924532395
neuron_73_count,0.8168159160270018
neuron_74_count,0.8359867498858842
neuron_75_count,0.6790520686225696
neuron_76_count,0.5557219539537677
neuron_77_count,0.38977645655428084
neuron_78_count,0.4579287999978679
neuron_79_count,0.44794926196447765
neuron_80_count,0.6096229179184885
neuron_81_count,0.42383140108844514
neuron_82_count,0.3162287658127622
neuron_83_count,0.3316460492277227
neuron_84_count,0.5823531401924935
neuron_85_count,0.1490252062168129
neuron_86_count,0.2466558690422747
neuron_87_count,0.2976986086599833
neuron_88_count,0.48326580042069156
neuron_89_count,0.3498096883998007
neuron_90_count,0.25018441651810364
neuron_91_count,0.25300762638654234
neuron_92_count,0.2539828474280884
neuron_93_count,0.29048213026257313
neuron_94_count,0.27549178025832877
neuron_95_count,0.36429910915106245
neuron_96_count,0.2215405284401477
neuron_97_count,0.426073388864201
neuron_98_count,0.21238630216164758
neuron_99_count,0.27642429255532147
neuron_100_count,0.4131072955107636
neuron_101_count,0.3270604341937928
neuron_102_count,0.32137832293570157
neuron_103_count,0.3029814410776412
neuron_104_count,0.3719032488085356
neuron_105_count,0.283792425739144
neuron_106_count,0.31553907684914567
neuron_107_count,0.19478539710150264
neuron_108_count,0.3559214159694479
neuron_109_count,0.35880194445899377
neuron_110_count,0.3398733211842526
neuron_111_count,0.26575764755438497
neuron_112_count,0.27929236420677067
neuron_113_count,0.24397411723190013
neuron_114_count,0.3478849286349792
neuron_115_count,0.11779964370718596
neuron_116_count,0.12347504464288685
neuron_117_count,0.09892925908173683
neuron_118_count,0.11222403430134698
neuron_119_count,0.08344553947994615
neuron_120_count,0.19144027444878095
neuron_121_count,0.08901736232517511
neuron_122_count,0.1843001180558494
neuron_123_count,0.08056605685509785
neuron_124_count,0.09953495611344576
neuron_125_count,0.24295122106198538
neuron_126_count,0.042586011047117525
neuron_127_count,0.1558076614694226
neuron_128_count,0.4441098881898407
neuron_129_count,0.47579135350733465
neuron_130_count,0.4161441007108887
neuron_131_count,0.6590172525177607
neuron_132_count,0.47802258941128967
neuron_133_count,0.7396384959928535
neuron_134_count,0.8321039805108396
neuron_135_count,0.8338639587010739
neuron_136_count,0.49921210619498196
neuron_137_count,0.6533462780819685
neuron_138_count,0.6368450645535958
neuron_139_count,0.5356915284167374
neuron_140_count,0.5186863943725614
neuron_141_count,0.5957196414644514
neuron_142_count,0.45421730842890723
neuron_143_count,0.5357198101577572
neuron_144_count,0.290885769263158
neuron_145_count,0.3958890741296022
neuron_146_count,0.3385628676321175
neuron_147_count,0.494433421359433
neuron_148_count,0.08202584474861306
neuron_149_count,0.29373497312468466
neuron_150_count,0.3141119255625793
neuron_151_count,0.3246134685847897
neuron_152_count,0.28360363081672935
neuron_153_count,0.2425220792405701
neuron_154_count,0.2916481257786637
neuron_155_count,0.2307462921141321
neuron_156_count,0.2273538840044178
neuron_157_count,0.3087115507946493
neuron_158_count,0.2414158835693648
neuron_159_count,0.37135239593343017
neuron_160_count,0.292779026266751
neuron_161_count,0.275568571764126
neuron_162_count,0.3596732646066332
neuron_163_count,0.326008581681822
neuron_164_count,0.38881836350325016
neuron_165_count,0.36559030356867084
neuron_166_count,0.1670221691727914
neuron_167_count,0.3445780947930519
neuron_168_count,0.28131874082901565
neuron_169_count,0.3598377352734986
neuron_170_count,0.2232923656557216
neuron_171_count,0.31243694026674573
neuron_172_count,0.24796888240922624
neuron_173_count,0.16558189884347482
neuron_174_count,0.2058584196460284
neuron_175_count,0.1738647835894354
neuron_176_count,0.18965121754313538
neuron_177_count,0.07647282820374006
neuron_178_count,0.14816207648787974
neuron_179_count,0.03394537949630225
neuron_180_count,0.0664267838017462
neuron_181_count,0.11987575093502303
neuron_182_count,0.12493895520112364
neuron_183_count,0.11360588152387596
neuron_184_count,0.0753547932723343
neuron_185_count,0.2031950127056246
neuron_186_count,0.2375511412335227
neuron_187_count,0.0994227912645656
neuron_188_count,0.11053278515995646
neuron_189_count,0.050225847479621354
neuron_190_count,0.1473478265405722
neuron_191_count,0.07171678951662291
neuron_192_count,0.5220145335379295
neuron_193_count,0.4175466504402512
neuron_194_count,0.3291302397015517
neuron_195_count,0.40921049746986854
neuron_196_count,0.6001424223794984
neuron_197_count,0.5818447233549969
neuron_198_count,0.4219903239245956
neuron_199_count,0.4036208160574369
neuron_200_count,1.0354329177436872
neuron_201_count,0.9186876422789745
neuron_202_count,0.7957403673561465
neuron_203_count,0.7048651605573181
neuron_204_count,0.5306733471092921
neuron_205_count,0.39117295254559836
