checkpoint,mean_max_spec_info,std_max_spec_info,median_max_spec_info,max_spec_info,n_neurons,n_informative_neurons
500,0.3827727027108158,0.3214820049926365,0.26071608277129055,1.6960454284369706,4096,4093
1000,0.3677196115804684,0.30733736792815103,0.25458328002036856,1.6069220020505501,4096,4095
1500,0.3766235341427666,0.3139787100449838,0.2627143507752277,1.7628380971799136,4096,4095
2500,0.3639432265177802,0.30806037320260904,0.2516521274995562,1.7696212815316132,4096,4095
5000,0.3769309072492895,0.3315737008868164,0.25602995489682956,1.8032572857507627,4096,4089
7500,0.3702459280437972,0.3157266589748172,0.25426646578893686,1.7108853260113814,4096,4094
10000,0.3786999739857576,0.32191626624621883,0.26171476148173667,1.8043095029442153,4096,4093
20000,0.3990125671541755,0.3280583362066561,0.2803743866374462,1.8990995588241715,4096,4096
