,0,1,2,3,4,5,6,7,8,9
neuron_0_count,0.05726560045480583,0.2696278472739769,0.004342860980477717,0.0012149471589205738,1.1023958716383387e-05,0.0002529553296076424,0.01057203362942527,0.03564879088489889,0.02029200309821963,0.032357466714669436
neuron_1_count,0.03622303628131156,0.25624143404839134,0.009252230863167898,0.0038582194180240732,0.0020730642934223796,0.00015886504937865156,0.008975079647037587,0.05151094709759062,0.019388183217157115,0.054269688069760735
neuron_2_count,0.021499809218845034,0.1796797239208674,0.006887588339789877,0.012502838718911218,0.0004981943634871028,5.5061710495236775e-05,0.01168363798442721,0.037826163264786036,0.01243161568724855,0.006583475370034661
neuron_3_count,0.049034084165650374,0.24800927670008277,0.0019117282678635765,0.004768960164074264,0.00025959792083146607,4.8342097069922676e-05,0.01477405519434391,0.04566878842187566,0.022030294332723938,0.02050995210083649
neuron_4_count,0.025235518657282144,0.26539216617898154,0.0043426272007841965,0.0053065368435900664,0.00015354713843807911,0.0006739221985802464,0.010531032169967355,0.06175822261121604,0.01655758968695001,0.02723381967524824
neuron_5_count,0.02851993690846616,0.28885288661303954,0.031731999039114445,0.045162980305235245,0.00030983784990745245,0.0034741024272636513,0.029155428756390517,0.06603793768686653,0.01153037177160944,0.010691903094156657
neuron_6_count,0.02289104927062259,0.2882630660838034,0.029031636780494433,0.022919352361991274,0.00017194088049108,0.00431894724919854,0.027558962016799193,0.05636343580202283,0.01823653887540186,0.007498672112018406
neuron_7_count,0.03992142926216519,0.2919419855395116,0.0022036037271596105,0.002348794234868508,0.0011285501683242286,0.0004563184988474727,0.009518683389869088,0.054698517603905025,0.02306666645824182,0.04895844812576222
neuron_8_count,0.031503047088847394,0.30455165450616073,0.009982309745025775,0.00983644293697309,0.004832028921429903,0.0015097099208072756,0.0026753925432476122,0.020309682035578862,0.019638563372335938,0.0825427909543072
neuron_9_count,0.04404031484850289,0.3983916020006395,0.0006216952378751738,0.006447657348393941,0.001361897291116826,0.0012940405537772079,0.002987391925197834,0.035322728854567456,0.02376407853640182,0.0574962267953114
neuron_10_count,0.01703840269557908,0.3177444250860604,0.02647451811707941,0.036282506356722075,0.0010808177598909847,0.0022432717595791112,0.011767687979806318,0.05924570080213975,0.013601934389872443,0.011696454973951213
neuron_11_count,0.04573872080783924,0.28137355325002256,0.01078913433168896,0.014404265365876516,0.003190332663599589,0.0020896877500404774,0.002389185772645649,0.026859478813617083,0.025556165930463073,0.09222189665370271
neuron_12_count,0.011236970712636364,0.11152643717441797,0.04192621526052106,0.0383601058792586,0.004376265799636571,0.008278777561429586,0.016047628784297087,0.02335586047877412,0.005311587833818529,0.00664541955390809
neuron_13_count,0.023734065894033797,0.13128566165633312,0.0620127944636243,0.05672142342273678,0.014763781450606,0.012327774348427939,0.004715891539814932,0.0243397224283652,0.014178577412658815,0.1341261616184079
neuron_14_count,0.041879391075080735,0.24568799923092755,0.042974602306887655,0.044885272389910955,0.013128783500458811,0.0036545815546451463,0.005985797830087104,0.03764564141223013,0.022833335776840658,0.12453994900520714
neuron_15_count,0.02202099576798002,0.14207110569078463,0.043888925517340555,0.03273052781041333,0.002414826531536317,0.0006632505303182344,0.005668351018102537,0.055187843263706,0.02607737698136768,0.11447031037080627
neuron_16_count,0.029869363808197956,0.23162431882023898,0.018872167052773302,0.0316298071017739,0.012834745720549906,0.0030104547743769507,0.002019494701971901,0.026921527301184828,0.020373530580390535,0.011005626343144878
neuron_17_count,0.026050188606472714,0.24536406230018537,0.02143398092224219,0.03205066191458933,0.005180920613621149,0.004387667594855222,0.0026770216438323537,0.035707712132872375,0.020576023349501905,0.018999025113201902
neuron_18_count,0.004128937297493435,0.029207669078169796,0.07344720774972605,0.03589737985364237,0.009581124033574674,0.004972768827535667,0.0015818332837131133,0.02348434011464884,0.0011914006096230521,0.10117502542159601
neuron_19_count,0.0015615954934369257,0.0582270999901747,0.016012312520493205,0.0041345299708912125,0.002402236563380348,0.0034159736021911087,0.0009140985963313926,0.04141026665528405,0.0018012352070789044,0.062296483334972216
neuron_20_count,0.013067562108495717,0.1216770431619626,0.044253897745481,0.014092965060502782,0.0002885279144972633,0.0010615761020813796,0.0078086472557938325,0.046819066453510555,0.022749697490850887,0.11381580286195307
neuron_21_count,0.00021101890763775694,0.06448617408565094,0.030713992714551427,0.004780316816764543,0.0024848826615160753,0.0004046677247785766,0.0026379135324722906,0.054367573637556836,0.003675841308211525,0.05712455399272752
