,0
neuron_0_count,0.5352147438401693
neuron_1_count,0.5250593332912494
neuron_2_count,0.4312059945649195
neuron_3_count,0.3007124547629492
neuron_4_count,0.2858214225385092
neuron_5_count,0.44833829456605595
neuron_6_count,0.22664889454429923
neuron_7_count,0.44345183758270207
neuron_8_count,0.8286637987312496
neuron_9_count,0.8082884253762236
neuron_10_count,0.6799136115933685
neuron_11_count,0.756148284565015
neuron_12_count,0.27019692476204266
neuron_13_count,0.4831961041104199
neuron_14_count,0.45653241123361976
neuron_15_count,0.3550820671618829
neuron_16_count,0.26542207005381124
neuron_17_count,0.20132109123311204
neuron_18_count,0.47329974851314105
neuron_19_count,0.323235284198638
neuron_20_count,0.3653379249326517
neuron_21_count,0.21611862406797594
neuron_22_count,0.23397939930686207
neuron_23_count,0.29413538095441794
neuron_24_count,0.20282651118414113
neuron_25_count,0.2633460530733016
neuron_26_count,0.1751002602499114
neuron_27_count,0.19453164627309993
neuron_28_count,0.10145877035769144
neuron_29_count,0.17046987375671024
neuron_30_count,0.24024434511461593
neuron_31_count,0.213828868495878
neuron_32_count,0.13180068474073522
neuron_33_count,0.24338835092141187
neuron_34_count,0.2453780984605674
neuron_35_count,0.20962413714568773
neuron_36_count,0.22131374886866814
neuron_37_count,0.24246894153824444
neuron_38_count,0.22622624108920736
neuron_39_count,0.33575552666615216
neuron_40_count,0.2496781311874309
neuron_41_count,0.3040594269629929
neuron_42_count,0.2914190286408306
neuron_43_count,0.31479186505954593
neuron_44_count,0.2533141027418941
neuron_45_count,0.29170438009373345
neuron_46_count,0.3938229070336773
neuron_47_count,0.14455021589096553
neuron_48_count,0.367900101702721
neuron_49_count,0.20482578508952098
neuron_50_count,0.3506869545740465
neuron_51_count,0.2790740629758155
neuron_52_count,0.3214146868024942
neuron_53_count,0.08700957515451715
neuron_54_count,0.1695112059273968
neuron_55_count,0.24812281209198442
neuron_56_count,0.17704703729967267
neuron_57_count,0.11957159254136591
neuron_58_count,0.17684936794083633
neuron_59_count,0.09824602273127447
neuron_60_count,0.034862472501809016
neuron_61_count,0.02565392409513803
neuron_62_count,0.02240683459212106
neuron_63_count,0.11702566232957476
neuron_64_count,0.5198692620277238
neuron_65_count,0.5407400350411434
neuron_66_count,0.36657708753480595
neuron_67_count,0.3727284810337713
neuron_68_count,0.5456304717955717
neuron_69_count,0.43956412768741326
neuron_70_count,0.5885270059244799
neuron_71_count,0.25762884464960756
neuron_72_count,0.5010706255839309
neuron_73_count,0.850195155033256
neuron_74_count,0.7562540198457655
neuron_75_count,0.7117284463176722
neuron_76_count,0.5051463261544482
neuron_77_count,0.4170121725946464
neuron_78_count,0.361074765128101
neuron_79_count,0.33548492465760305
neuron_80_count,0.6144561942331525
neuron_81_count,0.33365486519614074
